id,COVIDCONTROL_01_RAW,COVIDCONTROL_02_RAW,COVIDCONTROL_03_RAW,COVIDCONTROL_04_RAW,COVIDCONTROL_05_RAW,COVIDCONTROL_06_RAW,COVIDCONTROL_07_RAW,COVIDCONTROL_08_RAW,COVIDCONTROL_09_RAW,COVIDCONTROL_10_RAW,COVIDCONTROL_11_RAW,COVIDCONTROL_12_RAW,COVIDCONTROL_13_RAW,COVIDCONTROL_01_DIR,COVIDCONTROL_02_DIR,COVIDCONTROL_03_DIR,COVIDCONTROL_04_DIR,COVIDCONTROL_05_DIR,COVIDCONTROL_06_DIR,COVIDCONTROL_07_DIR,COVIDCONTROL_08_DIR,COVIDCONTROL_09_DIR,COVIDCONTROL_10_DIR,COVIDCONTROL_11_DIR,COVIDCONTROL_12_DIR,COVIDCONTROL_13_DIR,COVIDCONTROL_RAW_NA,COVIDCONTROL_DIR_NA
967283891,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Bajo riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,2,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Bajo riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,2,0,0
967665449,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,Dentro de mis amigos cercanos,Alto riesgo,Muy alto riesgo,Muy alto riesgo,Bajo riesgo,Bajo riesgo,Muy bajo riesgo,Igual,No lo sé / Prefiero no responder,5,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,Dentro de mis amigos cercanos,Alto riesgo,Muy alto riesgo,Muy alto riesgo,Bajo riesgo,Bajo riesgo,Muy bajo riesgo,Igual,No lo sé / Prefiero no responder,5,0,0
967766396,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Alto riesgo,Igual,Tengo el mismo trabajo,3,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Alto riesgo,Igual,Tengo el mismo trabajo,3,0,0
968051734,Esposo(a)/Pareja,"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Ni bueno ni malo,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Peor,Perdí mi trabajo de forma permanente,4,Esposo(a)/Pareja,"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Ni bueno ni malo,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Peor,Perdí mi trabajo de forma permanente,4,0,0
968119664,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,3,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,3,0,0
968421188,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,No lo sé / Prefiero no responder,No lo sé / Prefiero no responder,2,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,No lo sé / Prefiero no responder,No lo sé / Prefiero no responder,2,0,0
968459984,Hijo/a(s),"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bueno,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,8,Hijo/a(s),"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bueno,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,8,0,0
969199723,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), y también voy a restaurantes, cines, etc",Bastante bueno,En mi país,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,No lo sé / Prefiero no responder,No lo sé / Prefiero no responder,5,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), y también voy a restaurantes, cines, etc",Bastante bueno,En mi país,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,No lo sé / Prefiero no responder,No lo sé / Prefiero no responder,5,0,0
96a68p4kqg,Hijo/a(s),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Malo,No,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Igual,Tengo el mismo trabajo,4,Hijo/a(s),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Malo,No,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Igual,Tengo el mismo trabajo,4,0,0
96beuwymn8,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Malo,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,Tengo el mismo trabajo,2,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Malo,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,Tengo el mismo trabajo,2,0,0
96f2f0fpol,Personas mayores a 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Ni bueno ni malo,En mi país,Alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,No lo sé / Prefiero no responder,Tengo el mismo trabajo,2,Personas mayores a 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Ni bueno ni malo,En mi país,Alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,No lo sé / Prefiero no responder,Tengo el mismo trabajo,2,0,0
971085234,Hijo/a(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi país,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Mejor,"Perdí mi trabajo de forma permanente, pero obtuve otro",3,Hijo/a(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi país,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Mejor,"Perdí mi trabajo de forma permanente, pero obtuve otro",3,0,0
971085541,Compañero(a) de vivienda menor de 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Ni bueno ni malo,No,Bajo riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Igual,Tengo el mismo trabajo,3,Compañero(a) de vivienda menor de 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Ni bueno ni malo,No,Bajo riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Igual,Tengo el mismo trabajo,3,0,0
971369288,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,No lo sé / Prefiero no responder,No lo sé / Prefiero no responder,3,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,No lo sé / Prefiero no responder,No lo sé / Prefiero no responder,3,0,0
971448209,Hermano/a(s)/otro familiar menor de 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi país,Alto riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,4,Hermano/a(s)/otro familiar menor de 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi país,Alto riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,4,0,0
972089420,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Peor,No lo sé / Prefiero no responder,3,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Peor,No lo sé / Prefiero no responder,3,0,0
972116430,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Mejor,No lo sé / Prefiero no responder,4,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Mejor,No lo sé / Prefiero no responder,4,0,0
972461403,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,Dentro de mi familia,Bajo riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Alto riesgo,Bajo riesgo,Igual,No lo sé / Prefiero no responder,6,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,Dentro de mi familia,Bajo riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Alto riesgo,Bajo riesgo,Igual,No lo sé / Prefiero no responder,6,0,0
972739967,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), y también voy a restaurantes, cines, etc",Ni bueno ni malo,No,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Igual,No lo sé / Prefiero no responder,5,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), y también voy a restaurantes, cines, etc",Ni bueno ni malo,No,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Igual,No lo sé / Prefiero no responder,5,0,0
972797829,Mascota(s),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bastante bueno,Dentro de mis conocidos,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,No lo sé / Prefiero no responder,No lo sé / Prefiero no responder,5,Mascota(s),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bastante bueno,Dentro de mis conocidos,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,No lo sé / Prefiero no responder,No lo sé / Prefiero no responder,5,0,0
972833496,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), y también voy a restaurantes, cines, etc",Bueno,Dentro de mi familia,Bajo riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,No lo sé / Prefiero no responder,5,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), y también voy a restaurantes, cines, etc",Bueno,Dentro de mi familia,Bajo riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,No lo sé / Prefiero no responder,5,0,0
972952734,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bastante bueno,Dentro de mis conocidos,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Mejor,No lo sé / Prefiero no responder,4,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bastante bueno,Dentro de mis conocidos,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Mejor,No lo sé / Prefiero no responder,4,0,0
973397482,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Igual,No lo sé / Prefiero no responder,7,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Igual,No lo sé / Prefiero no responder,7,0,0
973487560,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,"En mi trabajo, o en el colegio o jardín infantil donde asisten los niños que viven en mi casa",Ni bajo ni alto riesgo,Muy alto riesgo,Muy alto riesgo,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,No lo sé / Prefiero no responder,Tengo el mismo trabajo,10,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,"En mi trabajo, o en el colegio o jardín infantil donde asisten los niños que viven en mi casa",Ni bajo ni alto riesgo,Muy alto riesgo,Muy alto riesgo,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,No lo sé / Prefiero no responder,Tengo el mismo trabajo,10,0,0
973658872,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bastante bueno,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Igual,No lo sé / Prefiero no responder,4,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bastante bueno,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Igual,No lo sé / Prefiero no responder,4,0,0
973877425,Mascota(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Alto riesgo,Bajo riesgo,Bajo riesgo,Mejor,Tengo el mismo trabajo,4,Mascota(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Alto riesgo,Bajo riesgo,Bajo riesgo,Mejor,Tengo el mismo trabajo,4,0,0
973968807,Hermano/a(s)/otro familiar menor de 60 años,"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bastante bueno,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Igual,Tengo el mismo trabajo,3,Hermano/a(s)/otro familiar menor de 60 años,"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bastante bueno,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Igual,Tengo el mismo trabajo,3,0,0
974034193,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Igual,No lo sé / Prefiero no responder,3,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Igual,No lo sé / Prefiero no responder,3,0,0
974119745,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bueno,No,Alto riesgo,Alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,No lo sé / Prefiero no responder,5,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bueno,No,Alto riesgo,Alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,No lo sé / Prefiero no responder,5,0,0
974503771,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bueno,En mi provincia o región,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,"Perdí mi trabajo de forma permanente, pero obtuve otro",5,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bueno,En mi provincia o región,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,"Perdí mi trabajo de forma permanente, pero obtuve otro",5,0,0
974532806,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), y también voy a restaurantes, cines, etc",Bueno,En mi país,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,3,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), y también voy a restaurantes, cines, etc",Bueno,En mi país,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,3,0,0
974567480,Personas mayores a 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Muy alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Peor,Tengo el mismo trabajo,1,Personas mayores a 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Muy alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Peor,Tengo el mismo trabajo,1,0,0
